StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q24,Q25,Q34,Q26,PROLIFIC_PID
2023-02-22 13:44:06,2023-02-22 13:45:03,IP Address,24.239.80.74,100,56,True,2023-02-22 13:45:04,R_1Kp9biYMBbqiWwM,,,,,41.1054,-80.6905,anonymous,EN,Undecided,Undecided,No,Yes,No,Undecided,No,Undecided,Undecided,No,No,Yes,No,Undecided,Yes,Undecided,Yes,No,,,,Somewhat likely,5e38d8e9dc4a340fe4a9dd4e
2023-02-22 13:44:00,2023-02-22 13:45:35,IP Address,97.81.62.161,100,95,True,2023-02-22 13:45:36,R_1LC0Vvn0FqLlMIN,,,,,36.5491,-82.5584,anonymous,EN,Yes,Yes,No,Yes,Undecided,No,Undecided,Yes,No,No,No,No,No,Undecided,No,Yes,No,No,,,Neither likely nor unlikely,,5ec6febe10d2c3149758a78b
2023-02-22 13:45:00,2023-02-22 13:45:59,IP Address,208.102.85.33,100,59,True,2023-02-22 13:46:00,R_1QAin3k62Lqhq8r,,,,,39.1256,-84.5127,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,,,,Somewhat likely,608872c23d0f3d76aaf701d8
2023-02-22 13:45:04,2023-02-22 13:46:12,IP Address,50.249.174.85,100,68,True,2023-02-22 13:46:14,R_2ZTD4kVdUezMZu7,,,,,42.616,-83.925,anonymous,EN,Yes,Yes,Yes,Yes,No,Yes,No,Undecided,Yes,No,No,Yes,No,Undecided,Yes,Undecided,Yes,No,,Somewhat unlikely,,,602f3f4b63f201c29e4a09e6
2023-02-22 13:45:25,2023-02-22 13:46:38,IP Address,24.4.51.220,100,73,True,2023-02-22 13:46:39,R_1LhC7iPgyMcy7Ud,,,,,38.3862,-121.991,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Undecided,No,Undecided,Yes,No,,,Somewhat unlikely,,5d1c0e818d27eb0016164015
2023-02-22 13:45:21,2023-02-22 13:46:53,IP Address,140.186.94.50,100,92,True,2023-02-22 13:46:54,R_2ri06XVo7FJ8hMM,,,,,46.8524,-96.8121,anonymous,EN,No,Yes,Undecided,Yes,No,Undecided,No,Yes,No,Undecided,Yes,No,Yes,Undecided,Yes,Undecided,Yes,No,,Neither likely nor unlikely,,,63654b4f395f847a8a5ee6fd
2023-02-22 13:44:11,2023-02-22 13:46:54,IP Address,72.9.27.200,100,163,True,2023-02-22 13:46:54,R_1cU6xl3X6xBeixJ,,,,,39.8882,-76.9953,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,,,,Neither likely nor unlikely,585aefed73f2620001c21d75
2023-02-22 13:45:11,2023-02-22 13:46:59,IP Address,206.81.149.76,100,107,True,2023-02-22 13:46:59,R_1l4tMWvdbwAhlpb,,,,,40.5581,-111.9222,anonymous,EN,Yes,Undecided,Yes,Undecided,Undecided,Yes,No,No,Undecided,Undecided,No,Yes,No,No,Yes,No,Yes,No,Neither likely nor unlikely,,,,62c9bf590412b579266d4477
2023-02-22 13:44:18,2023-02-22 13:47:01,IP Address,75.63.10.150,100,163,True,2023-02-22 13:47:02,R_UXXd0hCkBw3i2eR,,,,,33.2541,-84.2735,anonymous,EN,No,Undecided,Yes,Yes,No,Yes,Undecided,Undecided,No,No,Undecided,Yes,No,Undecided,Yes,No,Undecided,No,Somewhat unlikely,,,,6307f3c967020d1202332b77
2023-02-22 13:46:11,2023-02-22 13:47:35,IP Address,45.24.124.101,100,83,True,2023-02-22 13:47:35,R_32RDTXqLO1CTH4o,,,,,34.8305,-87.656,anonymous,EN,Yes,Undecided,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Undecided,No,No,Yes,No,,,Neither likely nor unlikely,,5f91d9adb450ef0b0940c4bd
2023-02-22 13:44:44,2023-02-22 13:47:35,IP Address,98.122.17.36,100,170,True,2023-02-22 13:47:36,R_DwKwn3Hob8UqKOZ,,,,,33.9133,-80.3587,anonymous,EN,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,Extremely likely,,6063c5271b6ec3a3b98fc518
2023-02-22 13:46:44,2023-02-22 13:47:42,IP Address,209.160.254.204,100,57,True,2023-02-22 13:47:42,R_1esKDFrvYfpHOcv,,,,,33.9388,-117.416,anonymous,EN,Yes,Undecided,Yes,No,Undecided,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,Extremely unlikely,,,5d206e075278fa001848134d
2023-02-22 13:45:26,2023-02-22 13:47:47,IP Address,174.203.240.232,100,140,True,2023-02-22 13:47:48,R_1jN7G0HC1cZQZGz,,,,,35.2227,-80.7938,anonymous,EN,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Undecided,Yes,Undecided,Undecided,Undecided,Somewhat unlikely,,,,63efa02743ae90cf56938c71
2023-02-22 13:46:30,2023-02-22 13:47:49,IP Address,69.175.174.77,100,78,True,2023-02-22 13:47:49,R_5tZ9bibeEGVn7QR,,,,,33.526,-101.8323,anonymous,EN,No,Yes,Yes,No,Undecided,No,Yes,Yes,No,No,Undecided,Yes,Yes,Yes,Undecided,Undecided,Yes,No,,Neither likely nor unlikely,,,6046f6edac3d58162e99b286
2023-02-22 13:46:53,2023-02-22 13:48:04,IP Address,73.126.136.40,100,71,True,2023-02-22 13:48:05,R_3no6USrIqaMfBTy,,,,,41.7652,-72.7028,anonymous,EN,No,Yes,Yes,Yes,Undecided,Yes,Undecided,Yes,Yes,Undecided,No,No,No,Undecided,Yes,Undecided,No,No,,,,Somewhat unlikely,5ec5a42a646f515ef0e3f68b
2023-02-22 13:47:04,2023-02-22 13:48:10,IP Address,72.199.117.56,100,65,True,2023-02-22 13:48:10,R_12utvtqNh6HBFn2,,,,,32.6387,-117.0801,anonymous,EN,Yes,Undecided,Yes,Yes,No,Undecided,No,No,Yes,Undecided,No,Yes,No,No,No,No,Yes,No,,,,Somewhat likely,5fab96ef26d50d6aaaf48b9b
2023-02-22 13:46:13,2023-02-22 13:48:12,IP Address,173.94.192.81,100,118,True,2023-02-22 13:48:13,R_pJVNVl8VhyMguNH,,,,,36.3402,-79.6622,anonymous,EN,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,Somewhat likely,,63ea64212628a73581c3a95a
2023-02-22 13:41:56,2023-02-22 13:48:37,IP Address,172.58.140.101,100,400,True,2023-02-22 13:48:37,R_3nI3FHdyBvCfx8Z,,,,,41.8095,-87.6522,anonymous,EN,Yes,Yes,Yes,Yes,Undecided,Yes,Yes,No,Yes,Undecided,No,Yes,No,No,Yes,Undecided,Yes,Undecided,Somewhat likely,,,,610213b340f2b49f4a1e4194
2023-02-22 13:47:06,2023-02-22 13:49:39,IP Address,24.191.184.21,100,153,True,2023-02-22 13:49:40,R_3HRp3Di14jwFRtL,,,,,40.6372,-73.9037,anonymous,EN,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,,,Somewhat unlikely,,62b66baae6f816e592f14a8a
2023-02-22 13:48:44,2023-02-22 13:49:41,IP Address,98.186.197.224,100,56,True,2023-02-22 13:49:42,R_3LedhJWw0hyteM9,,,,,30.4431,-91.1287,anonymous,EN,Yes,Yes,Undecided,Yes,No,No,Undecided,Yes,Yes,No,No,No,No,Undecided,No,No,Yes,No,,,,Somewhat likely,5d1a4bd6339da6000112af6e
2023-02-22 13:48:26,2023-02-22 13:49:41,IP Address,50.5.55.88,100,75,True,2023-02-22 13:49:42,R_2t5Ue0qyi4xahB8,,,,,39.0055,-84.6006,anonymous,EN,Yes,Undecided,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,,Neither likely nor unlikely,,,60fe47b274576eb477b06e6d
2023-02-22 13:48:02,2023-02-22 13:49:44,IP Address,205.175.106.193,100,102,True,2023-02-22 13:49:45,R_2s4kh7NIUITvwKA,,,,,47.6631,-122.3029,anonymous,EN,No,Yes,No,No,Undecided,No,No,No,No,Yes,No,No,No,Undecided,No,Undecided,Undecided,Undecided,,,Neither likely nor unlikely,,62ec1fe3ebd392c343d85886
2023-02-22 13:49:34,2023-02-22 13:50:26,IP Address,67.176.202.238,100,51,True,2023-02-22 13:50:27,R_1f94G9hrTZF16xT,,,,,41.8482,-87.6521,anonymous,EN,Undecided,Yes,Yes,No,Undecided,Undecided,No,Yes,Undecided,Undecided,Undecided,Yes,No,Undecided,No,No,Undecided,Undecided,Neither likely nor unlikely,,,,63d181e5d5b059e590157a48
2023-02-22 13:49:33,2023-02-22 13:50:44,IP Address,69.162.253.21,100,70,True,2023-02-22 13:50:44,R_29sn86YeWJqurK3,,,,,41.7759,-111.8068,anonymous,EN,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Undecided,No,No,Yes,No,,Somewhat unlikely,,,5fc542a52e43fa035850c494
2023-02-22 13:44:08,2023-02-22 13:50:48,IP Address,100.19.58.168,100,399,True,2023-02-22 13:50:49,R_3gYGoFdpEM2ffGv,,,,,39.7979,-75.5317,anonymous,EN,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,,,,Neither likely nor unlikely,5d0f644b5643a6000103cd24
2023-02-22 13:49:39,2023-02-22 13:50:54,IP Address,99.73.18.38,100,74,True,2023-02-22 13:50:54,R_2R80kmfWtRqX1YL,,,,,34.0297,-84.1469,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Undecided,No,No,No,Yes,No,,,Somewhat likely,,631615e2e62254d0d63d1ab0
2023-02-22 13:49:36,2023-02-22 13:50:54,IP Address,47.231.148.119,100,77,True,2023-02-22 13:50:54,R_Xv2xoqPQUktwfgl,,,,,43.0026,-87.9417,anonymous,EN,Yes,Undecided,Undecided,Yes,No,Undecided,Undecided,Yes,Undecided,Undecided,No,Yes,No,Undecided,Undecided,Undecided,Yes,No,Somewhat likely,,,,636182d3f52ff78fc3f7de50
2023-02-22 13:49:44,2023-02-22 13:51:04,IP Address,174.16.252.21,100,79,True,2023-02-22 13:51:04,R_3n8gGZ07dFnbupm,,,,,39.7501,-104.9957,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Undecided,Yes,Undecided,Yes,Yes,Yes,Undecided,Yes,Undecided,No,,Extremely unlikely,,,62acc0a0e293719010c1d3c7
2023-02-22 13:50:07,2023-02-22 13:51:14,IP Address,24.12.77.175,100,66,True,2023-02-22 13:51:14,R_2aWeKisjMqeMAzd,,,,,41.8388,-87.7891,anonymous,EN,Yes,Undecided,Yes,Yes,No,Yes,No,Yes,Yes,Undecided,No,Yes,No,No,Yes,No,Yes,No,,Somewhat likely,,,6110b7bc1399b88a9243879e
2023-02-22 13:50:01,2023-02-22 13:51:25,IP Address,73.22.47.57,100,84,True,2023-02-22 13:51:26,R_1KvGn4EbbMtCjrP,,,,,41.8719,-87.6589,anonymous,EN,Undecided,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Undecided,,,,Neither likely nor unlikely,5f30c8e5a2eef453f96ecad0
2023-02-22 13:49:31,2023-02-22 13:51:30,IP Address,159.235.221.47,100,118,True,2023-02-22 13:51:31,R_12lN1aG6LZWvSBp,,,,,33.5637,-84.2112,anonymous,EN,Yes,Yes,No,Yes,No,No,No,Undecided,No,No,No,No,No,Undecided,No,Undecided,No,No,,,,Neither likely nor unlikely,5dc88a6643755e5f227e0488
2023-02-22 13:50:16,2023-02-22 13:51:31,IP Address,24.45.53.253,100,74,True,2023-02-22 13:51:31,R_2aWe0eFXT5Py6SK,,,,,40.8785,-72.9538,anonymous,EN,No,Yes,Yes,Yes,No,No,No,Yes,Undecided,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,,Somewhat likely,,60fdc5bcbdcf3ea551f401a2
2023-02-22 13:50:23,2023-02-22 13:51:42,IP Address,35.146.13.2,100,78,True,2023-02-22 13:51:42,R_2aVR2HcKxREF1ZK,,,,,30.2971,-97.7862,anonymous,EN,Undecided,Yes,Undecided,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Undecided,,,Somewhat unlikely,,60566620bb888e88b6c157ee
2023-02-22 13:49:07,2023-02-22 13:51:46,IP Address,75.51.33.107,100,158,True,2023-02-22 13:51:46,R_3erU3hBt51iggyk,,,,,29.7646,-95.3657,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,Undecided,Yes,Yes,No,Yes,Yes,No,Undecided,No,Yes,No,,,Somewhat unlikely,,62839b5f73ebabded1ce5e68
2023-02-22 13:50:34,2023-02-22 13:51:57,IP Address,75.134.251.116,100,82,True,2023-02-22 13:51:57,R_3yhjSPlwwpu0TbX,,,,,42.1502,-72.6078,anonymous,EN,Yes,Undecided,Yes,Yes,Undecided,Yes,Undecided,Undecided,Yes,Undecided,Undecided,Yes,No,Undecided,Undecided,No,Yes,Undecided,,Somewhat likely,,,60ff2a644895b264d2d15249
2023-02-22 13:46:24,2023-02-22 13:52:08,IP Address,174.232.142.4,100,343,True,2023-02-22 13:52:08,R_2c1ZI1PTp2PtV7z,,,,,39.9587,-82.9987,anonymous,EN,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Undecided,Yes,No,No,Yes,No,Extremely unlikely,,,,62b09ec786f3ae29c826601f
2023-02-22 13:49:53,2023-02-22 13:52:09,IP Address,76.217.188.181,100,136,True,2023-02-22 13:52:10,R_3dFZMP01T5473kr,,,,,36.8272,-119.6805,anonymous,EN,Yes,Undecided,Yes,Yes,Undecided,Undecided,No,Yes,Undecided,Undecided,Undecided,Yes,Yes,Yes,Undecided,No,Yes,No,,,,Neither likely nor unlikely,603bef3bffe72f8b0a6b55c4
2023-02-22 13:49:51,2023-02-22 13:52:12,IP Address,50.24.7.175,100,141,True,2023-02-22 13:52:13,R_1JVEReZWGM2tCpn,,,,,38.3274,-81.669,anonymous,EN,Yes,No,Yes,Yes,No,Yes,Undecided,Undecided,Yes,Undecided,No,Undecided,No,Undecided,Yes,Undecided,Undecided,No,Neither likely nor unlikely,,,,5fcc103fb2ab80a01f32f7ae
2023-02-22 13:49:34,2023-02-22 13:53:02,IP Address,70.117.233.74,100,208,True,2023-02-22 13:53:03,R_1SnwuMSEAJlODUR,,,,,33.8925,-98.5293,anonymous,EN,Undecided,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Undecided,Undecided,Yes,Yes,Undecided,No,Undecided,Neither likely nor unlikely,,,,604b682a8b6ed9694d8e48aa
2023-02-22 13:50:45,2023-02-22 13:54:48,IP Address,74.192.161.163,100,243,True,2023-02-22 13:54:48,R_1g89qNYySrvycmi,,,,,30.6411,-97.7511,anonymous,EN,Yes,Undecided,Yes,Yes,No,Yes,No,Yes,No,Undecided,No,Yes,No,Undecided,Yes,Yes,No,No,Somewhat likely,,,,5a9dd8b1873cda00010d18c5
2023-02-22 13:49:20,2023-02-22 13:59:43,IP Address,71.217.35.8,100,622,True,2023-02-22 13:59:43,R_1E4ewHXzhlDwIOp,,,,,35.3106,-79.3472,anonymous,EN,Undecided,Undecided,No,Yes,Undecided,No,No,Undecided,Undecided,No,No,No,No,No,Undecided,No,No,No,,,,Neither likely nor unlikely,5ed427e3bcd0c00b58a177c0
2023-02-22 13:53:23,2023-02-22 14:07:21,IP Address,98.53.48.175,100,837,True,2023-02-22 14:07:21,R_3EShmgYzDaT3LK3,,,,,26.7172,-80.9492,anonymous,EN,Yes,Undecided,Yes,Yes,Undecided,Undecided,Undecided,No,Undecided,No,No,Undecided,No,No,Yes,Undecided,No,No,,Neither likely nor unlikely,,,57b9bafdfc23450001acc1ac
2023-02-26 12:55:03,2023-02-26 12:55:48,Survey Preview,,100,44,True,2023-02-26 12:55:49,R_3iPalwBXIysTCTy,,,,,42.0311,-87.6858,preview,EN,Yes,Undecided,Yes,Yes,Yes,Yes,Undecided,Undecided,No,Undecided,Yes,No,Yes,No,No,No,Yes,Yes,,,Neither likely nor unlikely,,
2023-02-28 10:08:32,2023-02-28 10:09:06,Survey Preview,,100,34,True,2023-02-28 10:09:07,R_QhM7mpvwRDAY4jn,,,,,42.055,-87.6951,preview,EN,Yes,Yes,Yes,Yes,No,No,No,Undecided,Yes,Undecided,No,No,No,No,Yes,Yes,Undecided,Undecided,Somewhat unlikely,,,,
2023-02-28 10:11:16,2023-02-28 10:13:40,IP Address,165.124.85.58,100,144,True,2023-02-28 10:13:41,R_3KrRrnAfYoqfFYt,,,,,42.055,-87.6951,anonymous,EN,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Undecided,Yes,No,Undecided,,,,Somewhat unlikely,
2023-02-28 10:23:21,2023-02-28 10:26:15,IP Address,70.88.104.33,100,173,True,2023-02-28 10:26:15,R_Qj4N00EUMdg2MPn,,,,,42.208,-84.5488,anonymous,EN,Undecided,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Undecided,Yes,Yes,No,Yes,No,,Neither likely nor unlikely,,,6107297587e064d1dec67331
2023-02-28 10:30:47,2023-02-28 10:31:48,IP Address,204.148.180.14,100,61,True,2023-02-28 10:31:49,R_3iCQ18BOvAsZuB0,,,,,36.0958,-79.2743,anonymous,EN,Yes,Yes,Yes,Undecided,No,Undecided,Yes,Yes,Yes,Undecided,Undecided,Yes,Undecided,Undecided,Yes,No,Yes,Undecided,,,Somewhat unlikely,,6026b640caa459045259cf0d
2023-02-28 10:38:53,2023-02-28 10:39:39,IP Address,173.244.134.124,100,46,True,2023-02-28 10:39:39,R_2y4rjBJOCn26Jxa,,,,,41.675,-93.7016,anonymous,EN,Undecided,Yes,Yes,Undecided,Yes,Undecided,Undecided,Undecided,Yes,Undecided,Undecided,Undecided,Undecided,Undecided,No,Undecided,Undecided,Undecided,Somewhat likely,,,,5fa012c9da74d501089f07c6
2023-02-28 10:40:05,2023-02-28 10:41:13,IP Address,73.120.90.218,100,68,True,2023-02-28 10:41:14,R_1F9ULTgLnkhVjqU,,,,,36.0084,-83.9705,anonymous,EN,Yes,Undecided,Yes,Yes,No,Undecided,No,Undecided,No,No,No,Yes,No,Undecided,Undecided,No,Yes,No,,,,Somewhat unlikely,60fefa8d26f46e84a295b223
2023-02-28 10:42:17,2023-02-28 10:43:27,IP Address,172.58.80.137,100,69,True,2023-02-28 10:43:27,R_3egz7ArxU7QA1tL,,,,,44.9856,-93.2655,anonymous,EN,Yes,No,Yes,Yes,No,Yes,Undecided,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,,,,Somewhat likely,5fd6810ed9f56d5ae7b9d260
2023-02-28 10:44:14,2023-02-28 10:45:29,IP Address,142.255.50.46,100,75,True,2023-02-28 10:45:30,R_10JjHCQepqpLeJT,,,,,40.7123,-74.0068,anonymous,EN,Undecided,No,Yes,Yes,Undecided,Yes,No,Undecided,Yes,Undecided,No,Yes,Yes,Undecided,Yes,Undecided,Yes,No,Extremely unlikely,,,,60fedd6bb9a423bc1c091b37
2023-02-28 10:42:34,2023-02-28 10:45:35,IP Address,24.112.194.214,100,180,True,2023-02-28 10:45:37,R_3I3IG60fsciOGDK,,,,,38.3284,-82.2475,anonymous,EN,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,,Somewhat likely,,,60e3e22444cf3ebee262e279
2023-02-28 10:44:41,2023-02-28 10:46:37,IP Address,107.77.207.11,100,116,True,2023-02-28 10:46:38,R_3FXUJ9xduCogF8l,,,,,41.8764,-87.6133,anonymous,EN,Undecided,Yes,Yes,Yes,Yes,Undecided,No,No,Yes,Yes,Yes,Undecided,No,Undecided,No,No,Yes,No,,,Somewhat unlikely,,5f1a2f57db39901281da7701
2023-02-28 10:45:30,2023-02-28 10:47:44,IP Address,70.244.36.200,100,133,True,2023-02-28 10:47:45,R_2TAIXWtDgZfCMSP,,,,,37.6199,-87.0542,anonymous,EN,Yes,Yes,Yes,Yes,No,Yes,Undecided,Yes,Yes,Yes,Yes,Yes,No,Undecided,No,Yes,Yes,No,,,,Extremely unlikely,63ded6e7db225b04b4cfa650
2023-02-28 10:46:49,2023-02-28 10:48:31,IP Address,162.17.242.121,100,101,True,2023-02-28 10:48:31,R_2Pj1cDn72vZjX0o,,,,,39.4722,-74.4566,anonymous,EN,Yes,Undecided,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,Extremely likely,,60ff7c79fa1c59a39ba279f7
2023-02-28 10:47:14,2023-02-28 10:48:38,IP Address,69.115.100.203,100,84,True,2023-02-28 10:48:39,R_SIuOjGhi8oG7nrP,,,,,40.544,-74.3521,anonymous,EN,Yes,No,Yes,Yes,No,Yes,Undecided,Undecided,Yes,No,No,Yes,No,Undecided,No,No,Undecided,No,Somewhat likely,,,,60bd186e1d5e1d11f128f538
2023-02-28 10:48:25,2023-02-28 10:49:14,IP Address,74.75.210.16,100,49,True,2023-02-28 10:49:14,R_2fBvMW8Drv6r9kl,,,,,44.5542,-69.6179,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,Undecided,Yes,Undecided,No,Yes,No,No,Undecided,No,Yes,No,,Neither likely nor unlikely,,,6320bccd179adc7c671421e5
2023-02-28 10:49:22,2023-02-28 10:52:37,IP Address,73.117.205.226,100,195,True,2023-02-28 10:52:38,R_2qw0wF4d4IORgxy,,,,,39.7886,-79.0222,anonymous,EN,No,Yes,Undecided,Yes,Yes,No,Undecided,Yes,No,Yes,Undecided,No,No,Yes,Undecided,Yes,No,Yes,,,,Somewhat unlikely,61001e0da44d884fa49cd3b6
2023-02-28 10:51:50,2023-02-28 10:52:56,IP Address,174.67.159.190,100,65,True,2023-02-28 10:52:56,R_2P1eMdMAqMJY7jK,,,,,36.175,-115.1372,anonymous,EN,Undecided,Yes,Yes,Yes,Undecided,Undecided,Undecided,Yes,Undecided,Undecided,No,Yes,No,Undecided,Undecided,Undecided,Yes,No,Somewhat unlikely,,,,5e3c6f48194a5205dc5fe366
2023-02-28 10:53:18,2023-02-28 10:55:49,IP Address,166.198.28.69,100,150,True,2023-02-28 10:55:49,R_3QJf8mAlgWD0Qrg,,,,,35.5144,-97.5865,anonymous,EN,Yes,Undecided,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,,Somewhat unlikely,,63fe39cd075bd5283fad495d
2023-02-28 10:51:56,2023-02-28 10:56:06,IP Address,174.162.68.86,100,249,True,2023-02-28 10:56:06,R_2BaLn4Dwe73NWuP,,,,,42.2349,-85.9005,anonymous,EN,Yes,No,Yes,Yes,No,Yes,Undecided,No,No,No,No,Yes,Undecided,No,Yes,No,Undecided,No,,Neither likely nor unlikely,,,630ab689392291ba70d7fd3d
2023-02-28 10:55:07,2023-02-28 10:56:56,IP Address,172.58.121.25,100,109,True,2023-02-28 10:56:56,R_pxzu0Sj2QrErMuR,,,,,40.0326,-82.8799,anonymous,EN,Yes,No,No,Yes,No,No,No,No,Undecided,No,No,Yes,No,No,Yes,No,Yes,No,,,,Neither likely nor unlikely,60bae1ebe45be85442acce84
2023-02-28 10:55:25,2023-02-28 10:59:24,IP Address,107.77.202.52,100,238,True,2023-02-28 10:59:25,R_2TzbyRLJ7wLjSSi,,,,,38.894,-77.0365,anonymous,EN,Yes,Undecided,Yes,Undecided,No,Yes,Yes,Undecided,No,No,No,Yes,No,Undecided,Yes,Undecided,Undecided,No,,,Somewhat unlikely,,5e693502cec9061e5c76525a
2023-02-28 10:58:54,2023-02-28 11:00:07,IP Address,174.211.34.153,100,72,True,2023-02-28 11:00:07,R_a4Yh7mN6qZcM0Xn,,,,,42.4307,-83.3051,anonymous,EN,No,Yes,Yes,Undecided,Yes,No,Yes,Yes,Yes,No,Yes,Undecided,No,Yes,Yes,Undecided,No,No,Neither likely nor unlikely,,,,601f04fb235cb14020c7a96f
2023-02-28 11:00:39,2023-02-28 11:02:16,IP Address,130.245.192.5,100,97,True,2023-02-28 11:02:17,R_1KjYnAmnQK1OqLN,,,,,40.9076,-73.122,anonymous,EN,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Extremely likely,,,5efb5360f3f69c084c1ca850
2023-02-28 11:01:12,2023-02-28 11:02:38,IP Address,172.58.142.130,100,86,True,2023-02-28 11:02:39,R_WorlyFzaj8Pzv8Z,,,,,41.871,-87.6289,anonymous,EN,Undecided,Yes,No,Yes,No,No,Yes,Undecided,Undecided,No,Yes,Yes,Undecided,Yes,Yes,Undecided,Undecided,Yes,Somewhat likely,,,,5c281f7170d93a0001211396
2023-02-28 11:01:22,2023-02-28 11:02:52,IP Address,76.17.171.238,100,89,True,2023-02-28 11:02:53,R_z7jM4DyM8iN9eIp,,,,,44.7601,-93.2748,anonymous,EN,Yes,Undecided,Yes,No,Undecided,Yes,Undecided,No,Yes,No,No,Yes,No,No,Undecided,No,Yes,No,,,,Neither likely nor unlikely,628509244930455cbb7cfd4c
2023-02-28 11:01:11,2023-02-28 11:02:55,IP Address,72.179.0.245,100,103,True,2023-02-28 11:02:55,R_2R3ONiY8GHcHME1,,,,,30.2627,-97.7467,anonymous,EN,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Undecided,Undecided,Yes,,,Neither likely nor unlikely,,60fe1423d21b18975b08d502
2023-02-28 11:02:18,2023-02-28 11:03:01,IP Address,159.250.218.234,100,42,True,2023-02-28 11:03:02,R_3Gr1ZiApeGaq6sd,,,,,41.3253,-72.2108,anonymous,EN,Yes,Undecided,Yes,Yes,Undecided,Yes,No,Undecided,Yes,Undecided,No,Yes,No,Undecided,Yes,No,Yes,Undecided,,Extremely unlikely,,,5c6f00110b99a000018cc3c1
2023-02-28 11:01:20,2023-02-28 11:03:16,IP Address,172.56.104.111,100,115,True,2023-02-28 11:03:16,R_2c72vSVX16HCYKY,,,,,47.6034,-122.3414,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,,Somewhat unlikely,,,5e507b71b0c66e0d228c0af7
2023-02-28 11:01:40,2023-02-28 11:03:18,IP Address,174.195.134.37,100,97,True,2023-02-28 11:03:18,R_3I9tD8PIndimYG3,,,,,33.9249,-117.4592,anonymous,EN,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,Somewhat unlikely,,63e51f33edeebfa7950e7dc1
2023-02-28 11:01:45,2023-02-28 11:03:18,IP Address,108.211.159.34,100,93,True,2023-02-28 11:03:18,R_3Ehay87IokqHc1T,,,,,38.8025,-90.3448,anonymous,EN,Yes,No,Yes,Yes,No,Yes,No,No,No,Undecided,No,Yes,No,Yes,Yes,Undecided,Yes,No,,,,Somewhat unlikely,581ed572115ee9000179b44d
2023-02-28 11:02:26,2023-02-28 11:03:21,IP Address,184.153.176.4,100,54,True,2023-02-28 11:03:21,R_2y939Bjgu0sBrCV,,,,,43.6842,-70.2816,anonymous,EN,Yes,Yes,Yes,Undecided,Yes,Undecided,Yes,Yes,No,Undecided,Undecided,Yes,Yes,Yes,Undecided,Undecided,Undecided,No,,Somewhat likely,,,607af88809e0375d46cffbd2
